-1.999999999999975131e-01,2.719726322596569190e+01,2.714317821366612193e+01,1.721611924787499470e-01,1.000000000000000000e+00
-9.999999999999742428e-02,2.546309303490270892e+01,2.543009448054027999e+01,1.611653755276541700e-01,1.000000000000000000e+00
2.664535259100375697e-15,2.368503861308033365e+01,2.366980742447570307e+01,1.498882325446636299e-01,1.000000000000000000e+00
1.000000000000027534e-01,2.186396661780175776e+01,2.186292709601381645e+01,1.383343392219940626e-01,1.000000000000000000e+00
2.000000000000028422e-01,2.000203264822680183e+01,2.001131840093880143e+01,1.265161920629788717e-01,1.000000000000000000e+00
3.000000000000029310e-01,1.810318737855378757e+01,1.811860561640190781e+01,1.144573642718084566e-01,1.000000000000000000e+00
4.000000000000030198e-01,1.617384116885663659e+01,1.619084065208032541e+01,1.021966705818773691e-01,1.000000000000000000e+00
5.000000000000031086e-01,1.420104715740580481e+01,1.423736520285905982e+01,8.979356106258286341e-02,1.000000000000000000e+00
5.500000000000000444e-01,1.320820077970795481e+01,1.325506969659542023e+01,8.356446474893330922e-02,1.000000000000000000e+00
6.000000000000000888e-01,1.222586114063122231e+01,1.227190635073392500e+01,7.733492355594723255e-02,1.000000000000000000e+00
6.500000000000001332e-01,1.124621362636961663e+01,1.129049408470943838e+01,7.112144030144157414e-02,1.000000000000000000e+00
7.000000000000001776e-01,1.027232156983877331e+01,1.031390324230561895e+01,6.494333315437196552e-02,1.000000000000000000e+00
7.500000000000002220e-01,9.307741101132023687e+00,9.345705953904527519e+00,5.882304732016795795e-02,1.000000000000000000e+00
8.000000000000002665e-01,8.356568615575373116e+00,8.390025864767375552e+00,5.278646146545342560e-02,1.000000000000000000e+00
8.500000000000003109e-01,7.423484392525542042e+00,7.451584394759924734e+00,4.686317159855589443e-02,1.000000000000000000e+00
9.000000000000003553e-01,6.513788597426430016e+00,6.535739767360041697e+00,4.108672881676365268e-02,1.000000000000000000e+00
9.500000000000003997e-01,5.633424744014292607e+00,5.648513859035429796e+00,3.549479992369142939e-02,1.000000000000000000e+00
1.000000000000000444e+00,4.788984417375468539e+00,4.796600584528950328e+00,3.012921166126417832e-02,1.000000000000000000e+00
1.050000000000000488e+00,3.987685754324000964e+00,3.987348151300463162e+00,2.503583074488300100e-02,1.000000000000000000e+00
1.100000000000000533e+00,3.237317004020543898e+00,3.228706235291721960e+00,2.026422401318432598e-02,1.000000000000000000e+00
1.150000000000000577e+00,2.546135690185853395e+00,2.529128219600960126e+00,1.586703731711663554e-02,1.000000000000000000e+00
1.200000000000000622e+00,1.922713799177492300e+00,1.897418218600880557e+00,1.189903039595446854e-02,1.000000000000000000e+00
1.250000000000000666e+00,1.375720440873363426e+00,1.342513976385225849e+00,8.415710615748445145e-03,1.000000000000000000e+00
1.300000000000000711e+00,9.136360320284279135e-01,8.731983464817351104e-01,5.471524134937571712e-03,1.000000000000000000e+00
1.350000000000000755e+00,5.443966602053206261e-01,4.977375882031188081e-01,3.117591741804117550e-03,1.000000000000000000e+00
1.400000000000000799e+00,2.749741626559187857e-01,2.234507685902839547e-01,1.399020258514098967e-03,1.000000000000000000e+00
1.450000000000000844e+00,1.109065250449209061e-01,5.622478332363919917e-02,3.518789170323174541e-04,1.000000000000000000e+00
1.500000000000000888e+00,5.585053606381872732e-02,1.079347053864211792e-28,1.112639492566790594e-31,1.000000000000000000e+00
1.550000000000000933e+00,1.108663481806458212e-01,5.626376862425053194e-02,3.518363944803961675e-04,1.000000000000000000e+00
1.600000000000000977e+00,2.744595446594157995e-01,2.235992967586408753e-01,1.397672941586095311e-03,1.000000000000000000e+00
1.650000000000001021e+00,3.295029911992736760e-01,4.973438105669593656e-01,3.107527504030149768e-03,1.000000000000000000e+00
