-3.000000000000000000e+00,6.222384236382253420e+01,6.122387943610273453e+01,3.971475073419407087e-01,1.000000000000000000e+00
-2.899999999999999911e+00,6.173326214131128609e+01,6.031323557955802528e+01,3.909285124277011025e-01,1.000000000000000000e+00
-2.799999999999999822e+00,6.073721539067751252e+01,5.938742092403410311e+01,3.846207842124825804e-01,1.000000000000000000e+00
-2.699999999999999734e+00,5.972661003481984210e+01,5.844586159073689657e+01,3.782208393524845724e-01,1.000000000000000000e+00
-2.599999999999999645e+00,5.870086385678222740e+01,5.748794987852274119e+01,3.717249874717331592e-01,1.000000000000000000e+00
-2.499999999999999556e+00,5.765935966139466728e+01,5.651304179178760023e+01,3.651293160946840199e-01,1.000000000000000000e+00
-2.399999999999999467e+00,5.660144274356517968e+01,5.552045439932366122e+01,3.584296744955809966e-01,1.000000000000000000e+00
-2.299999999999999378e+00,5.552641818583337141e+01,5.450946300027525382e+01,3.516216564402392941e-01,1.000000000000000000e+00
-2.199999999999999289e+00,5.443354798605421507e+01,5.347929811513703413e+01,3.447005818193875637e-01,1.000000000000000000e+00
-2.099999999999999201e+00,5.332204802177263758e+01,5.242914228171669322e+01,3.376614772065534842e-01,1.000000000000000000e+00
-1.999999999999999112e+00,5.219108486589958318e+01,5.135812670051669926e+01,3.304990554230617938e-01,1.000000000000000000e+00
-1.899999999999999023e+00,5.103977247972591869e+01,5.026532770990834109e+01,3.232076942610850323e-01,1.000000000000000000e+00
-1.799999999999998934e+00,4.986716882511993276e+01,4.914976317624367397e+01,3.157814146129137023e-01,1.000000000000000000e+00
-1.699999999999998845e+00,4.867227245966524407e+01,4.801038881248472023e+01,3.082138583879312499e-01,1.000000000000000000e+00
-1.599999999999998757e+00,4.745401920860671652e+01,4.684609454951197449e+01,3.004982667832033494e-01,1.000000000000000000e+00
-1.499999999999998668e+00,4.621127904869326386e+01,4.565570106687278695e+01,2.926274597262569777e-01,1.000000000000000000e+00
-1.399999999999998579e+00,4.494285339536386914e+01,4.443795667245588987e+01,2.845938176542112674e-01,1.000000000000000000e+00
-1.299999999999998490e+00,4.364747306146828976e+01,4.319153477763093463e+01,2.763892672652796256e-01,1.000000000000000000e+00
-1.199999999999998401e+00,4.232379726030739420e+01,4.191503237858296416e+01,2.680052735216444937e-01,1.000000000000000000e+00
-1.099999999999998312e+00,4.097041416798848701e+01,4.060696993812673838e+01,2.594328410582759648e-01,1.000000000000000000e+00
-9.999999999999982236e-01,3.958584375342349659e+01,3.926579347269386489e+01,2.506625293438581870e-01,1.000000000000000000e+00
-8.999999999999981348e-01,3.816854384695690072e+01,3.788987973699101275e+01,2.416844875601677212e-01,1.000000000000000000e+00
-7.999999999999980460e-01,3.671692077509876384e+01,3.647754576535130866e+01,2.324885173681123796e-01,1.000000000000000000e+00
-6.999999999999979572e-01,3.522934637210742181e+01,3.502706465084673937e+01,2.230641747174093581e-01,1.000000000000000000e+00
-5.999999999999978684e-01,3.370418383303031362e+01,3.353668990505074987e+01,2.134009259069475639e-01,1.000000000000000000e+00
-4.999999999999977796e-01,3.213982575475504433e+01,3.200469166239035701e+01,2.034883785763891284e-01,1.000000000000000000e+00
-3.999999999999976907e-01,3.053474889576094498e+01,3.042940939008988721e+01,1.933166156767443800e-01,1.000000000000000000e+00
-2.999999999999976019e-01,2.888759176405381623e+01,2.880932692951683549e+01,1.828766703215894407e-01,1.000000000000000000e+00
