-3.207989117449896010e+00 1.043498337889929815e+02
-3.206956825695218782e+00 1.043369805645307480e+02
-3.205924529487349073e+00 1.043112715431325199e+02
-3.204892228824629097e+00 1.042855638222684718e+02
-3.203859923705400625e+00 1.042598574019843198e+02
-3.202827614128000988e+00 1.042341522818228867e+02
-3.201795300090769292e+00 1.042084484605041297e+02
-3.200762981592042866e+00 1.041827459377994671e+02
-3.199730658630157265e+00 1.041570447126116932e+02
-3.198698331203448930e+00 1.041313447843693893e+02
-3.197665999310253415e+00 1.041056461524553640e+02
-3.196633662948901833e+00 1.040799488155895602e+02
-3.195601322117728849e+00 1.040542527736576943e+02
-3.194568976815063799e+00 1.040285580258368867e+02
-3.193536627039240905e+00 1.040028645713042295e+02
-3.192504272788587283e+00 1.039771724093739920e+02
-3.191471914061434489e+00 1.039514815390175499e+02
-3.190439550856107864e+00 1.039257919597548891e+02
-3.189407183170936300e+00 1.039001036712888464e+02
-3.188374811004244247e+00 1.038744166722936626e+02
-3.187342434354359266e+00 1.038487309618778625e+02
-3.186310053219604477e+00 1.038230465399043112e+02
-3.185277667598302109e+00 1.037973634052986682e+02
-3.184245277488776615e+00 1.037716815578323519e+02
-3.183212882889347117e+00 1.037460009962938727e+02
-3.182180483798334958e+00 1.037203217197460816e+02
-3.181148080214062368e+00 1.036946437278689359e+02
-3.180115672134842697e+00 1.036689670196566908e+02
-3.179083259558999508e+00 1.036432915947664668e+02
-3.178050842484845706e+00 1.036176174521696680e+02
-3.177018420910698193e+00 1.035919445913633865e+02
-3.175985994834872095e+00 1.035662730116161896e+02
-3.174953564255679872e+00 1.035406027114651550e+02
-3.173921129171437094e+00 1.035149336910931339e+02
-3.172888689580454891e+00 1.034892659497915446e+02
-3.171856245481042169e+00 1.034635994862117343e+02
-3.170823796871511835e+00 1.034379342998279867e+02
-3.169791343750171464e+00 1.034122703900459896e+02
-3.168758886115329076e+00 1.033866077565457289e+02
-3.167726423965294025e+00 1.033609463974985516e+02
-3.166693957298371220e+00 1.033352863127673089e+02
-3.165661486112866019e+00 1.033096275023977313e+02
-3.164629010407083332e+00 1.032839699646297191e+02
-3.163596530179325406e+00 1.032583136986175418e+02
-3.162564045427896708e+00 1.032326587042240504e+02
-3.161531556151096822e+00 1.032070049808092165e+02
-3.160499062347228438e+00 1.031813525273901320e+02
-3.159466564014589807e+00 1.031557013430753500e+02
-3.158434061151479622e+00 1.031300514272476789e+02
-3.157401553756197465e+00 1.031044027793814024e+02
-3.156369041827038036e+00 1.030787553986307614e+02
-3.155336525362297362e+00 1.030531092838985643e+02
-3.154304004360271030e+00 1.030274644348876762e+02
-3.153271478819252849e+00 1.030018208511409057e+02
-3.152238948737534852e+00 1.029761785311496425e+02
-3.151206414113412624e+00 1.029505374744338440e+02
-3.150173874945172869e+00 1.029248976807192406e+02
-3.149141331231107621e+00 1.028992591489771939e+02
-3.148108782969504915e+00 1.028736218784762571e+02
-3.147076230158655008e+00 1.028479858682792525e+02
-3.146043672796844159e+00 1.028223511178604213e+02
-3.145011110882356853e+00 1.027967176265797633e+02
-3.143978544413481568e+00 1.027710853935915196e+02
-3.142945973388500569e+00 1.027454544182099454e+02
-3.141913397805697006e+00 1.027198246993607142e+02
-3.140880817663354918e+00 1.026941962370438119e+02
-3.139848232959754792e+00 1.026685690300706284e+02
-3.138815643693176227e+00 1.026429430773668372e+02
-3.137783049861900153e+00 1.026173183787267220e+02
-3.136750451464203504e+00 1.025916949334873749e+02
-3.135717848498365434e+00 1.025660727404144694e+02
-3.134685240962661101e+00 1.025404517992337219e+02
-3.133652628855367883e+00 1.025148321089622101e+02
-3.132620012174758717e+00 1.024892136688685014e+02
-3.131587390919106983e+00 1.024635964785639857e+02
-3.130554765086688285e+00 1.024379805367686060e+02
-3.129522134675771117e+00 1.024123658427509298e+02
-3.128489499684628861e+00 1.023867523963280775e+02
-3.127456860111528680e+00 1.023611401967685879e+02
-3.126424215954740404e+00 1.023355292428381347e+02
-3.125391567212533417e+00 1.023099195340109588e+02
-3.124358913883171773e+00 1.022843110694184787e+02
-3.123326255964923526e+00 1.022587038486720985e+02
-3.122293593456052729e+00 1.022330978707660449e+02
-3.121260926354822995e+00 1.022074931348317364e+02
-3.120228254659497491e+00 1.021818896407777260e+02
-3.119195578368338051e+00 1.021562873871639567e+02
-3.118162897479606510e+00 1.021306863733732513e+02
-3.117130211991562927e+00 1.021050865988798932e+02
-3.116097521902464695e+00 1.020794880629752726e+02
-3.115064827210571874e+00 1.020538907652250771e+02
-3.114032127914137416e+00 1.020282947040749519e+02
-3.112999424011423155e+00 1.020026998789077481e+02
-3.111966715500680269e+00 1.019771062898148983e+02
-3.110934002380163488e+00 1.019515139357677640e+02
-3.109901284648127096e+00 1.019259228151663024e+02
-3.108868562302822713e+00 1.019003329278733503e+02
-3.107835835342499742e+00 1.018747442739574893e+02
-3.106803103765410690e+00 1.018491568514072014e+02
-3.105770367569803625e+00 1.018235706599939192e+02
-3.104737626753926172e+00 1.017979856990318837e+02
-3.103704881316027286e+00 1.017724019676982152e+02
-3.102672131254351484e+00 1.017468194657643181e+02
-3.101639376567143724e+00 1.017212381917444333e+02
-3.100606617252649855e+00 1.016956581447470853e+02
-3.099573853309111726e+00 1.016700793248865722e+02
-3.098541084734772078e+00 1.016445017310199717e+02
-3.097508311527871427e+00 1.016189253624158511e+02
-3.096475533686651627e+00 1.015933502181370045e+02
-3.095442751209350085e+00 1.015677762976577014e+02
-3.094409964094205545e+00 1.015422036004979418e+02
-3.093377172339455417e+00 1.015166321255833708e+02
-3.092344375943336221e+00 1.014910618718167967e+02
-3.091311574904082260e+00 1.014654928389696664e+02
-3.090278769219930055e+00 1.014399250267905188e+02
-3.089245958889108579e+00 1.014143584337478643e+02
-3.088213143909854796e+00 1.013887930589959723e+02
-3.087180324280395904e+00 1.013632289021462185e+02
-3.086147499998964872e+00 1.013376659626043192e+02
-3.085114671063791114e+00 1.013121042394559481e+02
-3.084081837473100496e+00 1.012865437318324950e+02
-3.083048999225121545e+00 1.012609844391853642e+02
-3.082016156318080125e+00 1.012354263610573923e+02
-3.080983308750201655e+00 1.012098694959170899e+02
-3.079950456519711555e+00 1.011843138433758753e+02
-3.078917599624830803e+00 1.011587594030908690e+02
-3.077884738063782599e+00 1.011332061741248793e+02
-3.076851871834788810e+00 1.011076541554721757e+02
-3.075819000936067749e+00 1.010821033465155665e+02
-3.074786125365840395e+00 1.010565537469350375e+02
-3.073753245122324174e+00 1.010310053552905458e+02
-3.072720360203736067e+00 1.010054581708277794e+02
-3.071687470608292614e+00 1.009799121933409936e+02
-3.070654576334208574e+00 1.009543674223730250e+02
-3.069621677379697822e+00 1.009288238566438451e+02
-3.068588773742974229e+00 1.009032814951019645e+02
-3.067555865422248118e+00 1.008777403374502200e+02
-3.066522952415733361e+00 1.008522003826828808e+02
-3.065490034721637613e+00 1.008266616305256349e+02
-3.064457112338170752e+00 1.008011240801327233e+02
-3.063424185263540878e+00 1.007755877305669685e+02
-3.062391253495954313e+00 1.007500525808454910e+02
-3.061358317033617826e+00 1.007245186305111133e+02
